序号,课程号,课程名称,开课单位,课程类型,班号,学分,起止周,上课时间,教师,备注
216,1035290,通用高分子材料——结构、性能与应用,化学与分子工程学院,专业任选,1,2,1-16,星期二(第3节-第4节),陈尔强,本研合上
217,1035340,化学生物学实验,化学与分子工程学院,专业任选,1,2,1-9,星期三(第3节-第9节),贾桂芳 邹鹏 王初,第一周绪论课
218,1035400,药物化学导论,化学与分子工程学院,专业任选,1,2,1-16,星期一(第3节-第4节),刘志博,本研合上
219,1035450,综合创新实验（化学）,化学与分子工程学院,专业任选,1,3,1-16,,王颖霞,
220,1833060,市场营销原理,新闻与传播学院,专业必修,1,2,1-16,星期五(第3节-第4节),高腾飞,
221,1833140,英语公共演讲,新闻与传播学院,专业任选,1,2,1-16,星期三(第10节-第11节),何姝,学院342上课
222,1834200,传播学理论,新闻与传播学院,专业必修,1,3,1-16,星期三(第7节-第8节),王洪喆,上课时间：每周三7-9节
223,1834341,广播电视编导,新闻与传播学院,专业必修,1,2,1-16,星期三(第7节-第8节),陈波,
224,2800190,数字经济,光华管理学院,专业任选,1,2,1-16,星期一(第10节-第11节),黄一泓,新开金经选修，taught in English
225,2806120,随机分析与应用,光华管理学院,专业任选,1,3,1-16,星期二(第7节-第8节),李辰旭,申请7-9节三节连排
226,2830110,人力资源管理,光华管理学院,专业任选,1,3,1-16,星期四(第7节-第8节),任润,申请7-9节三节连排
227,2830240,运营管理,光华管理学院,专业必修,1,2,1-16,星期五(第3节-第4节),郑晓娜,"Room 111, Guanghua building No.1, taught in English"
228,2830290,管理学,光华管理学院,通选课,1,3,1-16,星期一(第10节-第11节),仲为国,申请10-12节三节连排，光华学生不能选修
229,2832540,高级管理会计,光华管理学院,专业任选,1,2,1-9,星期三(第10节-第12节),陈磊,光华老楼113，18:30-22:00，会计选修
230,2832600,营销学原理,光华管理学院,通选课,1,3,1-16,星期二(第10节-第11节),江明华,申请10-12节三节连排，光华学生不能选修
231,2833540,中级财务会计,光华管理学院,专业必修,1,4,1-16,星期一(第7节-第8节) 星期二(第3节-第4节),李琦,会计必修
232,2834020,金融学概论,光华管理学院,通选课,1,3,1-16,星期四(第10节-第11节),李劢,申请10-12节三节连排，光华学生不能选修
233,2834390,战略管理,光华管理学院,专业任选,1,2,1-16,星期三(第5节-第6节),周长辉,
234,2834430,财务报表分析,光华管理学院,专业任选,1,2,1-16,星期一(第3节-第4节),孟为 姜国华,光华老楼113，会计选修
235,2834510,审计学,光华管理学院,专业必修,1,3,1-16,星期二(第7节-第8节),王咏梅,申请7-9节三节连排，会计必修
236,2834870,创业与创新实践,光华管理学院,专业任选,1,3,1-16,星期四(第10节-第11节),黄涛,申请10-12节三节连排
237,2837020,投资银行,光华管理学院,专业任选,1,2,1-14,星期五(第10节-第11节),Michael Pettis,申请10-12节三节连排，taught in English
238,2839070,量化营销模型,光华管理学院,专业任选,1,2,9-16,星期一(第3节-第4节) 星期四(第3节-第4节),刘宏举,数据科学必修
239,2839140,人口经济学,光华管理学院,专业任选,1,3,1-16,星期三(第10节-第11节),周羿,申请10-12节三节连排
240,2839410,运筹优化与最优决策,光华管理学院,专业必修,1,2,1-16,星期五(第3节-第4节),王聪,数据科学必修
241,2930144,法律和社会科学,法学院,专业限选,1,3,1-16,星期三(第7节-第8节),戴昕,本硕合 改7-9
242,2930147,普通法精要（公法）,法学院,专业限选,1,3,1-16,星期日(第1节-第6节),戴昕,本硕合，具体通知参见“法意观天下”公众号
243,2930200,企业法／公司法,法学院,专业限选,1,3,1-16,星期二(第10节-第11节),蒋大兴,改10-12
244,2930208,民法学经典著作选读,法学院,专业任选,1,3,1-16,星期四(第7节-第8节),葛云松,改7-9
245,2930225,职场法治前沿探索,法学院,专业任选,1,2,1-16,星期四(第10节-第11节),阎天,
246,0293028a,金融法/ 银行法,法学院,专业限选,1,3,1-16,星期三(第10节-第11节),洪艳蓉,改10-12
247,3531622,韩国（朝鲜）语时事新闻解读（下）,外国语学院,专业必修,1,2,1-16,星期一(第5节-第6节),宋文志,
248,3531804,韩国（朝鲜）语视听说（四）,外国语学院,专业任选,1,2,1-16,星期二(第3节-第4节) 星期三(第5节-第6节),王丹 LEE SEUNG EUN,
249,3531880,韩国社会的理解,外国语学院,全校公选课,1,2,1-16,星期二(第7节-第8节),金喆奎 KEUMJIA,外院新楼204
250,3532022,基础日语 (二),外国语学院,专业必修,1,6,1-16,星期一(第1节-第2节) 星期二(第3节-第4节) 星期三(第3节-第4节) 星期四(第3节-第4节) 星期五(第1节-第2节),岳远坤 滨田亮辅,
251,3532060,日语写作,外国语学院,专业限选,1,2,1-16,星期三(第7节-第8节),周彤 滨田亮辅,日语专业必修
252,3532220,日语会话,外国语学院,专业必修,1,2,1-16,星期二(第1节-第2节) 星期四(第1节-第2节),周彤 大原圣兰,希望椅子可移动
253,3532266,公共中级日语,外国语学院,全校公选课,1,3,1-16,星期一(第10节-第12节) 星期三(第10节-第12节),杨婷婷 陈立美 王天驰,
254,3532509,日本神话文艺专题,外国语学院,专业任选,1,2,1-16,星期三(第5节-第6节),刘琳琳,
255,3534552,印度尼西亚历史（二）,外国语学院,专业必修,1,2,1-16,星期二(第3节-第4节),谢侃侃,
256,3534856,高级印尼语泛读（二）,外国语学院,专业必修,1,3,1-16,星期二(第7节-第9节),罗杰,7-9节连上
257,3535401,菲律宾语视听说(一),外国语学院,专业必修,1,1,1-16,星期三(第1节-第2节),黄轶,
258,3535772,初级菲律宾语精读（二）,外国语学院,专业必修,1,3,1-16,星期三(第3节-第4节) 星期四(第1节-第2节),史阳,
259,3537502,基础波斯语(二),外国语学院,专业必修,1,7,1-16,星期二(第1节-第2节) 星期三(第1节-第2节) 星期四(第1节-第2节) 星期五(第1节-第4节),时光 刘英军 Bahador Bagheri,
260,3538014,基础阿拉伯语 (四),外国语学院,专业必修,1,6,1-16,星期二(第1节-第4节) 星期三(第3节-第4节) 星期五(第3节-第4节),李睿恒 盖伟江,
261,3538016,基础阿拉伯语（二）,外国语学院,专业必修,1,6,1-16,星期一(第1节-第2节) 星期二(第3节-第4节) 星期三(第3节-第4节) 星期四(第1节-第2节),吴冰冰 付志明 肖坤 李海鹏,
262,3538023,阿拉伯语视听 (三),外国语学院,专业任选,1,1,1-16,星期四(第3节-第4节),袁琳,听力教室
263,3538110,阿拉伯电影赏析,外国语学院,专业必修,1,2,1-16,星期四(第7节-第8节),林丰民,
264,3538116,中东研究经典著作导读与学术写作,外国语学院,专业限选,1,1,1-16,星期四(第5节-第6节),李海鹏 付志明 吴冰冰 林丰民 廉超群 袁琳 肖坤 ALAA ELDIN MAMDOUH SAAD AHMED AKEF 李睿恒,阿语专业必修
265,3538180,阿拉伯伊斯兰文化,外国语学院,专业必修,1,2,1-16,星期三(第5节-第6节),肖坤,
266,3633710,禅与园林艺术,外国语学院,通选课,1,2,1-16,星期四(第7节-第8节),喻天舒,
267,3730072,俄罗斯文学史(二),外国语学院,专业必修,1,2,1-16,星期一(第1节-第2节),陈思红,
268,3730312,俄罗斯文学选读（下）,外国语学院,专业任选,1,1,1-16,星期二(第1节-第2节),刘洪波,
269,3730422,俄语口译(下),外国语学院,专业任选,1,2,1-16,星期四(第5节-第6节),王立刚,
270,3730502,基础俄语(二),外国语学院,专业必修,1,6,1-16,星期一(第3节-第4节) 星期二(第1节-第2节) 星期三(第3节-第4节) 星期四(第1节-第2节) 星期五(第1节-第4节),周海燕 尹旭 王虹元,
271,3730504,基础俄语(四),外国语学院,专业必修,1,5,1-16,星期一(第3节-第4节) 星期二(第1节-第2节) 星期三(第3节-第4节) 星期四(第1节-第2节) 星期五(第1节-第2节),黄颖 王彦秋 刘淼,希望在二教
272,3730512,高级俄语(二),外国语学院,专业必修,1,3,1-16,星期一(第3节-第4节) 星期三(第5节-第6节) 星期五(第3节-第4节),鲍红,
273,3730753,俄语视听说(三),外国语学院,专业任选,1,1,1-16,星期一(第5节-第6节),陈思红,语音教室
274,3730762,俄语新闻听力（下）,外国语学院,专业任选,1,1,1-16,星期二(第5节-第6节),刘浩,
275,3835460,英美戏剧和电影,英语语言文学系,大学英语,1,2,1-16,星期一(第1节-第2节),张红波,文史楼301
276,3835551,高级英语听说,英语语言文学系,大学英语,1,2,1-16,星期三(第5节-第6节),冯利,文史楼314
277,3835740,分析性英语写作,英语语言文学系,大学英语,1,2,1-16,星期三(第3节-第4节),许娅,
278,3835890,汉英翻译理论与实践,英语语言文学系,大学英语,1,2,1-16,星期一(第5节-第6节),余苏凌,文史楼301
279,3835975,19世纪英国女性作家经典作品选读,英语语言文学系,大学英语,1,2,1-16,星期三(第1节-第2节),卢炜,文史楼313
280,3835985,英语散文选读：16世纪至19世纪浪漫主义时期,英语语言文学系,大学英语,1,2,1-16,星期三(第1节-第2节),徐溯,文史楼301
281,3835986,英语散文选读：19世纪维多利亚时期至20世纪,英语语言文学系,大学英语,1,2,1-16,星期三(第1节-第2节),马乃强,文史楼306
282,3835987,英美短篇小说文本分析与鉴赏,英语语言文学系,大学英语,1,2,1-16,星期一(第5节-第6节),茆卫彤,文史楼307
283,3835995,学术英语阅读,英语语言文学系,大学英语,1,2,1-16,星期三(第5节-第6节),方舒琼,文史楼309
284,3930100,全球视野下的犹太文明,外国语学院,通选课,1,2,1-16,星期一(第10节-第11节),杨梦,
285,3930180,语料库语言学,外国语学院,全校公选课,1,2,1-16,星期四(第5节-第6节),苏祺,仅数字人文项目学生可选
286,4031741,马克思主义基本原理,马克思主义学院,思想政治,1,3,1-16,星期一(第7节-第8节),宋朝龙,
287,4130040,健美操,体育教研部,体育,1,1,1-16,星期三(第3节-第4节),袁睿超,女生班  地厅
288,4130110,形体 (女生),体育教研部,体育,1,1,1-16,星期二(第5节-第6节),董进霞,女生班 邱德拔151
289,4130715,飞盘运动,体育教研部,体育,1,1,1-16,星期一(第5节-第6节),钱永健,一体
290,4834800,电子线路分析,信息科学技术学院,专业必修,1,3,1-16,星期一(第7节-第8节) 星期三(第1节-第2节),鲁文高 叶乐,
291,4835140,功率半导体器件原理与应用,信息科学技术学院,专业任选,1,3,1-16,星期一(第3节-第4节) 星期四(第5节-第6节)(双),魏进,
292,12732020,环境管理学,环境科学与工程学院,专业必修,1,4,1-16,星期一(第5节-第6节) 星期四(第3节-第4节),张世秋 梅凤桥 李文军,
293,12732060,环境规划学,环境科学与工程学院,专业任选,1,2,1-16,星期一(第3节-第4节),覃栎,
294,12732170,环境决策案例分析,环境科学与工程学院,专业必修,1,3,1-16,星期五(第7节-第8节),邱兴华 陆克定 刘永 刘建国 戴瀚程 刘颖君,3节连排
295,12733180,大气气溶胶测量技术与实验,环境科学与工程学院,专业任选,1,3,1-16,星期三(第7节-第8节),郭松,3节连排
296,12735090,物理性污染控制,环境科学与工程学院,专业任选,1,2,1-16,星期三(第7节-第8节),童美萍,
297,12735130,环境质量评价,环境科学与工程学院,专业任选,1,2,1-16,星期三(第1节-第2节),赵志杰,
298,12735230,环境科学与工程前沿,环境科学与工程学院,专业任选,1,2,1-16,星期四(第7节-第9节),倪晋仁,本研合上
299,E2800040,组织行为与领导力,光华管理学院,专业任选,1,3,1-16,星期一(第7节-第8节),金孟子,申请7-9节三节连排，taught in English
300,E2800080,商务中文B,光华管理学院,专业必修,1,2,1-13,星期一(第7节-第7节) 星期三(第7节-第7节),鲍千里,"PM 3:10-4:30 on Monday&PM 3:10-4:30 on Wednesday, Room 216, Guanghua building No.1"
301,402350,群论 II,物理学院,专业任选,1,4,1-16,星期一(第3节-第4节) 星期三(第1节-第2节),刘玉鑫,研本合上
302,405606,表面等离激元学导论,物理学院,专业任选,1,2,1-16,星期二(第5节-第6节),方哲宇,研本合上
303,405617,实用低温物理与技术入门,物理学院,专业任选,1,3,1-16,星期五(第7节-第9节),林熙,研本合上
304,405624,粒子在材料中的追踪模拟,物理学院,专业任选,1,2,1-16,星期二(第7节-第8节),王思广,研本合上
305,405641,高能量密度物理导论,物理学院,专业任选,1,3,1-16,星期二(第7节-第9节),乔宾,研本合上
306,405655,高等原子分子物理,物理学院,专业任选,1,3,1-16,星期四(第7节-第9节),LIZHENG(李铮),研本合上
307,415692,广义相对论,物理学院,专业任选,1,4,1-16,星期二(第3节-第4节) 星期四(第1节-第2节),,研本合上，任课教师待定
308,431151,原子物理学,物理学院,专业必修,1,3,1-16,星期二(第1节-第2节)(单) 星期四(第3节-第4节),徐仁新,
309,432011,理论物理基础习题课,物理学院,专业必修,1,0,1-16,星期五(第1节-第2节),冯旭,
310,432108,数学物理方法 (上),物理学院,专业必修,1,3,1-16,星期二(第3节-第4节) 星期四(第1节-第2节),王一男,
311,432119,数学物理方法习题课,物理学院,专业必修,1,0,1-16,星期二(第10节-第11节),王一男,
312,432141,电动力学(B),物理学院,专业必修,1,3,1-16,星期一(第3节-第4节) 星期三(第1节-第2节)(单),刘克新,
313,432150,量子力学 (A),物理学院,专业必修,1,4,1-16,星期二(第1节-第2节) 星期四(第3节-第4节),曹庆宏,
314,432238,核物理与粒子物理导论,物理学院,专业任选,1,3,1-16,星期二(第10节-第11节)(单) 星期五(第3节-第4节),杨晓菲,
315,432242,加速器物理基础,物理学院,专业任选,1,3,1-16,星期三(第10节-第11节),徐新路,本研合上，周三10-12三节连上
316,437190,普通物理实验（2）,物理学院,专业必修,1,3,1-16,星期一(第5节-第8节),王伟 李智,
317,1014090,群论与化学,化学与分子工程学院,专业任选,1,2,9-16,星期二(第5节-第6节) 星期五(第1节-第2节),王炳武,本研合上
318,1034060,大学化学,化学与分子工程学院,通选课,1,2,1-16,星期二(第5节-第6节),卞江,仅限非化学类的理科生
319,1034371,有机化学 (一),化学与分子工程学院,专业必修,1,3,1-16,星期一(第1节-第2节) 星期四(第3节-第4节),朱戎,
320,1034600,立体化学,化学与分子工程学院,专业任选,1,2,1-16,星期一(第3节-第4节),罗佗平,本研合上
321,1034650,生化分析,化学与分子工程学院,专业任选,1,2,1-16,星期二(第7节-第8节),周颖琳,本研合上
322,1831610,汉语修辞学,新闻与传播学院,通选课,1,2,1-16,星期三(第5节-第6节),陈汝东,
323,1833790,新媒介社会学,新闻与传播学院,专业任选,1,2,1-16,星期三(第3节-第4节),刘金河,
324,1834345,非虚构写作,新闻与传播学院,专业必修,1,2,1-16,星期二(第5节-第6节),张慧瑜,
325,1834346,国际新闻实践与案例,新闻与传播学院,专业任选,1,2,1-16,星期三(第5节-第6节),何姝,学院342上课
